id,text_kz,text_ru,category,urgency,region,status,reply_text,duplicate
1090,Дәрігердің қабылдауына жазылу үшін таңғы 6-дан бастап кезекке тұрдым.,"Я стоял в очереди с 6 утра, чтобы записаться на прием к врачу.",медицина,средняя,Шымкент,новая,"Рекомендуем пользоваться электронными сервисами для записи на прием, чтобы избежать необходимости стоять в живой очереди.",True
1091,Мемлекеттік мекемеге кіру үшін жеке куәлікті кепілге қалдыруды талап етеді.,Для входа в госучреждение требуют оставить в залог удостоверение личности.,коррупция,средняя,Астана,новая,Изъятие удостоверения личности является незаконным. Вы можете оставить жалобу на действия сотрудников охраны.,True
1092,"Жәрдемақы тағайындау кезінде менің жұбайымның табысы туралы анықтаманы талап етті, бірақ біз ажырасқанбыз.","Для назначения пособия потребовали справку о доходах моего супруга, хотя мы в разводе.",соцподдержка,высокая,Караганда,решена,Это требование неправомерно. Вам необходимо предоставить свидетельство о расторжении брака. Пособие будет назначено.,False
1093,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны жоғалтып алды.","Сотрудники полиции приняли мою жалобу, но потом потеряли ее.",полиция,высокая,Алматы,в процессе,"Будет проведена служебная проверка по факту утери вашего заявления. Виновные будут наказаны. Пожалуйста, подайте заявление повторно.",False
1094,Жолдағы 'жатқан полицейдің' алдында ескерту белгісі жоқ.,Перед 'лежачим полицейским' на дороге нет предупреждающего знака.,дороги,низкая,Караганда,решена,Соответствующий дорожный знак установлен. Спасибо за вашу бдительность.,False
1095,Мектептегі асханадағы тамақтар үнемі суық болады.,Еда в школьной столовой постоянно холодная.,образование,низкая,Караганда,решена,Поставщику питания указано на необходимость соблюдения температурного режима подачи блюд.,True
1096,Үйдің кіреберісіндегі домофонның даусы тым қатты шығады.,Домофон в подъезде слишком громко звонит.,ЖКХ,низкая,Астана,решена,Громкость сигнала домофона отрегулирована. Спасибо за обращение.,False
1097,Интернет провайдерінің қызметкерлері үйге келгенде бахила кимейді.,Сотрудники интернет-провайдера не надевают бахилы при входе в дом.,интернет,низкая,Астана,решена,С персоналом проведена работа о необходимости соблюдения чистоты и гигиены при посещении клиентов.,True
1098,Автобус жүргізушісі музыканы өте қатты қояды.,Водитель автобуса слишком громко включает музыку.,общественный транспорт,низкая,Алматы,решена,С водителем проведена беседа. Громкая музыка в салоне не должна мешать пассажирам.,False
1099,Қаланың жанындағы өзенге жуынғаннан кейін терімде бөртпе пайда болды.,После купания в реке рядом с городом у меня на коже появилась сыпь.,экология,средняя,Усть-Каменогорск,в процессе,Рекомендуем обратиться к врачу. Будут взяты пробы воды для санитарно-химического анализа.,False
1100,"Дәрігердің қабылдауына жазылған талонымды жоғалтып алдым, енді қабылдамайды.","Я потерял талон на прием к врачу, и теперь меня не принимают.",медицина,низкая,Алматы,решена,"Ваша запись есть в электронной системе. Подойдите в регистратуру, вам помогут решить вопрос.",False
1101,Мемлекеттік сатып алу конкурсына тек 'өз' компаниялары қатыса алады.,В конкурсе госзакупок могут участвовать только 'свои' компании.,коррупция,высокая,Астана,новая,Это является нарушением принципов конкуренции. О подобных фактах просим сообщать в уполномоченные органы для проведения проверки.,True
1102,Жұмыспен қамту орталығы арқылы оқыған курсым бойынша жұмыс таба алмай жүрмін.,"Не могу найти работу по специальности, на которую выучился через центр занятости.",соцподдержка,низкая,Караганда,новая,Мы окажем вам содействие в поиске вакансий и организации собеседований с потенциальными работодателями.,False
1103,"Полиция қызметкері менің көлігімді тоқтатып, себебін түсіндірмеді.",Сотрудник полиции остановил мою машину и не объяснил причину.,полиция,низкая,Астана,новая,Сотрудник полиции обязан сообщить причину остановки транспортного средства. По вашему обращению будет проведена проверка.,True
1104,Жолдағы шұңқырлардың кесірінен көлігімнің дөңгелегі жарылды.,Из-за ям на дороге у меня лопнуло колесо.,дороги,высокая,Караганда,в процессе,Рекомендуем зафиксировать факт ДТП для дальнейшего обращения за возмещением ущерба.,True
1105,"Мектептегі оқулықтар жетіспейді, бір оқулықты екі-үш оқушы пайдаланады.","В школе не хватает учебников, одним учебником пользуются два-три ученика.",образование,средняя,Туркестанская область,в процессе,Будет проведен анализ обеспеченности школ учебниками и приняты меры по дополнительной закупке.,True
1106,"Үйдің жертөлесін су басып жатыр, КСК ешқандай шара қолданбайды.","Подвал дома затапливает, КСК не принимает никаких мер.",ЖКХ,высокая,Астана,в процессе,Аварийная бригада направлена для устранения утечки. Будет проведена проверка деятельности вашего КСК.,True
1107,Интернетке қосылу келісім-шартында жасырын төлемдер бар.,В договоре на подключение к интернету есть скрытые платежи.,интернет,низкая,Астана,новая,"Все платежи должны быть четко прописаны в договоре. Если вы столкнулись со скрытыми комиссиями, обратитесь в агентство по защите прав потребителей.",False
1108,"Автобус жүргізушісі аялдамаға тоқтамай, мені жаңбырдың астында қалдырып кетті.","Водитель автобуса не остановился на остановке, оставив меня под дождем.",общественный транспорт,средняя,Астана,решена,"Приносим извинения за данный инцидент. С водителем проведена строгая беседа, применены меры взыскания.",True
1109,Қала ішіндегі ТЭЦ-тің түтіні ауаны ластап жатыр.,Дым от ТЭЦ в черте города загрязняет воздух.,экология,высокая,Астана,в процессе,На ТЭЦ проводятся работы по модернизации и установке новых фильтров для снижения выбросов в атмосферу.,True
1110,Емханадағы дәрігерлердің жұмыс кестесі үнемі өзгеріп отырады.,График работы врачей в поликлинике постоянно меняется.,медицина,низкая,Астана,новая,Актуальный график работы специалистов всегда доступен на сайте поликлиники и на информационных стендах.,False
1111,Шенеуніктердің қызметтік көліктерді демалыс күндері пайдалануы заңды ма?,Законно ли использование чиновниками служебных автомобилей в выходные дни?,коррупция,низкая,Астана,новая,"Использование служебного транспорта в личных целях, в том числе в выходные дни, запрещено законодательством.",True
1112,Бала күтіміне байланысты демалыстан кейін жұмысыма қайта ала алмай жүрмін.,Не могу вернуться на свою работу после декретного отпуска.,соцподдержка,высокая,Астана,новая,Работодатель обязан сохранить за вами рабочее место. Отказ в восстановлении на работе является незаконным. Обратитесь в инспекцию труда.,False
1113,Көлігімді эвакуациялаған кезде зақымдап тастады.,При эвакуации повредили мой автомобиль.,полиция,высокая,Алматы,в процессе,"Вам необходимо провести независимую оценку ущерба и обратиться с иском о его возмещении к компании, осуществлявшей эвакуацию.",False
1114,"Жолдағы 'жатқан полицей' тым биік, көліктің астын соғып аламын.","'Лежачий полицейский' на дороге слишком высокий, бьюсь днищем машины.",дороги,низкая,Алматы,в процессе,Будет проведена проверка соответствия данной искусственной неровности установленным стандартам.,True
1115,Мектептегі алғашқы медициналық көмек көрсету кабинеті үнемі жабық тұрады.,Кабинет первой медицинской помощи в школе постоянно закрыт.,образование,средняя,Караганда,решена,С администрацией школы проведена работа. Медпункт будет работать согласно установленному графику.,False
1116,Ауладағы қоқыс жәшіктерінің қақпақтары сынған.,Крышки на мусорных контейнерах во дворе сломаны.,ЖКХ,низкая,Астана,решена,Контейнеры отремонтированы. Спасибо за ваше обращение.,False
1117,"Интернет провайдерінің қызметін тоқтатсам да, маған есеп-шот келіп тұр.","Мне продолжают приходить счета от интернет-провайдера, хотя я отключил их услуги.",интернет,средняя,Алматы,решена,Произошла техническая ошибка. Задолженность аннулирована. Приносим извинения.,False
1118,"Автобус жүргізушісі менің 'Оңай' картамда ақша жоқ деп, түсіріп тастады.","Водитель автобуса высадил меня, сказав, что на моей карте 'Онай' нет денег.",общественный транспорт,средняя,Алматы,решена,Действия водителя неправомерны. Он обязан был проверить баланс с помощью терминала. С водителем проведена работа.,True
1119,"Қаланың жанындағы орман алқабында ағаштарды кесіп, орнына коттедждер салып жатыр.",В лесном массиве рядом с городом вырубают деревья и строят коттеджи.,экология,высокая,Алматы,в процессе,Будет проведена проверка законности изменения целевого назначения земельного участка и вырубки деревьев.,True
1120,Дәрігер маған мемлекет кепілдік берген тегін анализдерді ақылы тапсыруға жіберді.,"Врач направил меня сдавать платно анализы, которые гарантированы государством бесплатно.",медицина,высокая,Алматы,новая,Это неправомерно. Просим сообщить ФИО врача и название поликлиники для проведения служебной проверки.,True
1121,Шенеуніктердің балалары шетелде оқиды. Олар біздің білім беру жүйемізге сенбей ме?,Дети чиновников учатся за границей. Разве они не доверяют нашей системе образования?,коррупция,низкая,Астана,новая,"Выбор места обучения для детей является личным делом каждого гражданина, включая государственных служащих.",False
1122,Көпбалалы отбасы ретінде тегін жер учаскесін алуға кезегім қашан келеді?,Когда подойдет моя очередь на получение бесплатного земельного участка как многодетной семье?,соцподдержка,низкая,Астана,новая,Предоставление участков зависит от подготовки площадок с инженерными коммуникациями. Вы можете отслеживать очередь на сайте акимата.,False
1123,Полиция қызметкерлері құжаттарды тексеру кезінде бейнежетонды қоспайды.,Сотрудники полиции при проверке документов не включают видеожетон.,полиция,низкая,Караганда,в процессе,Включение видеожетона при контакте с гражданами является обязательным. Будет проведен дополнительный инструктаж личного состава.,True
1124,"Жолдағы бағдаршам жұмыс істемейді, соның кесірінен үлкен кептеліс пайда болды.","Светофор на дороге не работает, из-за этого образовалась большая пробка.",дороги,высокая,Астана,решена,На место направлен регулировщик. Ремонтная бригада устраняет неисправность светофора.,True
1125,Мектептегі компьютерлердің көбісі істемейді.,Большинство компьютеров в школе не работает.,образование,средняя,Кызылорда,в процессе,Будет проведена инвентаризация и ремонт компьютерной техники. Также рассматривается вопрос обновления парка.,True
1126,Үйдің ауласындағы орындықтар сынған.,Скамейки во дворе дома сломаны.,ЖКХ,низкая,Семей,решена,Ремонт скамеек произведен. Спасибо за ваше обращение.,True
1127,Интернет провайдерінің 'шеберін' бірнеше күннен бері күтіп отырмын.,Уже несколько дней жду 'мастера' от интернет-провайдера.,интернет,средняя,Астана,решена,Ваша заявка поставлена в приоритет. Мастер прибудет к вам в течение сегодняшнего дня.,True
1128,Автобустардың ішіндегі ақпараттық таблолар жұмыс істемейді.,Информационные табло внутри автобусов не работают.,общественный транспорт,низкая,Алматы,в процессе,Перевозчикам поручено провести ревизию и ремонт информационных систем в подвижном составе.,False
1129,Қаланың жанындағы өзенге құрылыс компаниялары бетон қалдықтарын төгеді.,Строительные компании сбрасывают остатки бетона в реку за городом.,экология,высокая,Астана,в процессе,Будут организованы рейды для выявления и привлечения к ответственности нарушителей природоохранного законодательства.,True
1130,Дәрігердің қабылдауында болғаным туралы анықтама алу үшін бірнеше сағат жұмсадым.,"Я потратил несколько часов, чтобы получить справку о том, что был на приеме у врача.",медицина,низкая,Астана,решена,Выдача справок должна производиться оперативно. С персоналом проведена работа по оптимизации данного процесса.,False
1131,"Мемлекеттік органға жазған шағымымды басқа мекемеге жіберіп, жауапкершіліктен қашып отыр.","Мою жалобу перенаправляют в другое ведомство, уходя от ответственности.",коррупция,средняя,Астана,новая,"Перенаправление обращения допускается, если вопрос не входит в компетенцию органа. Мы проверим правомерность перенаправления.",False
1132,Жәрдемақы тағайындау кезінде менің қосымша табысым ретінде балаларымның жәрдемақысын есептеп жіберді.,При назначении пособия в мой доход посчитали пособия моих детей.,соцподдержка,высокая,Шымкент,решена,Это неправомерно. Пособия на детей не учитываются в доходе семьи при назначении других видов помощи. Будет произведен перерасчет.,False
1133,"Көршім пәтерін тәулікке жалға беріп, тыныштығымызды бұзады.","Мой сосед сдает квартиру посуточно, нарушая наш покой.",полиция,низкая,Алматы,в процессе,Участковый инспектор проведет проверку по данному адресу и профилактическую беседу с владельцем квартиры.,True
1134,Жолдың үстіндегі жаяу жүргіншілер көпірінің едені тесік.,В полу надземного пешеходного моста дыра.,дороги,высокая,Караганда,решена,Опасный участок огорожен. Проведены ремонтные работы. Спасибо за сигнал.,False
1135,"Мектептегі дене шынықтыру сабағында оқушыларға бірдей жүктеме беріледі, денсаулық жағдайы ескерілмейді.","На уроках физкультуры в школе всем ученикам дают одинаковую нагрузку, не учитывая состояние здоровья.",образование,средняя,Астана,в процессе,Учителя обязаны распределять нагрузку с учетом медицинских групп здоровья учащихся. Будет проведен инструктаж.,False
1136,Үйдің жертөлесіндегі құбырлардан бу шығып тұр.,Из труб в подвале дома идет пар.,ЖКХ,высокая,Темиртау,решена,"Аварийная служба выехала на место, утечка на теплотрассе устранена.",False
1137,"Интернет провайдерінің қызметкерлері жұмысты сапасыз жасап, артынан қоқыс қалдырып кетті.",Сотрудники интернет-провайдера сделали работу некачественно и оставили после себя мусор.,интернет,низкая,Караганда,решена,Приносим извинения. К вам будет направлена бригада для устранения недоделок. С сотрудниками проведена работа.,True
1138,Автобус жүргізушісі жол ақысын төлеу үшін басқа жолаушылардан ұсақ ақша сұрады.,Водитель автобуса просил у других пассажиров разменять деньги для оплаты проезда.,общественный транспорт,низкая,Алматы,решена,Водитель должен быть обеспечен разменными деньгами. С автопарком проведена соответствующая работа.,True
1139,"Қаланың жанындағы өзенге белгісіз сұйықтық төгіп жатыр, судың түсі өзгерді.","В реку рядом с городом сливают неизвестную жидкость, цвет воды изменился.",экология,высокая,Караганда,в процессе,На место направлены экологи для отбора проб воды и установления источника загрязнения. Будут приняты строгие меры.,True
1140,Дәрігердің қабылдауына жазылу үшін бір ай күту керек.,"Чтобы попасть на прием к врачу, нужно ждать месяц.",медицина,средняя,Алматы,новая,Проблема нехватки узких специалистов решается. В экстренных случаях вы можете обратиться в приемный покой стационара.,True
1141,Мемлекеттік сатып алу конкурсының шарттары бір компанияға арнайы жазылған сияқты.,Условия конкурса госзакупок как будто специально написаны под одну компанию.,коррупция,средняя,Астана,новая,"Если вы считаете, что конкурсные условия ограничивают конкуренцию, вы можете подать жалобу в уполномоченный орган.",True
1142,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол шетелде.","Для назначения пособия потребовали справку о доходах моего супруга, но он за границей.",соцподдержка,средняя,Алматы,новая,"Вам необходимо предоставить документы, подтверждающие его нахождение за пределами РК. Вопрос будет рассмотрен комиссионно.",False
1143,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа адамның атына тіркеген.","Сотрудники полиции приняли мою жалобу, но зарегистрировали ее на другого человека.",полиция,высокая,Караганда,решена,Приносим извинения за допущенную ошибку. В базу данных внесены исправления. По вашему делу ведется работа.,False
1144,Жолдың ортасындағы шұңқырлар көбейіп кетті.,На дороге стало очень много ям.,дороги,средняя,Караганда,новая,Будет проведен ямочный ремонт на указанной улице в ближайшее время.,True
1145,"Мектептегі тамақтың сапасы нашарлап кетті, балалар аш қалады.","Качество еды в школе ухудшилось, дети остаются голодными.",образование,высокая,Шымкент,в процессе,Будет проведена внеплановая проверка организации питания в вашей школе с привлечением родительского комитета.,True
1146,"Ауладағы балалар әткеншегі сынып, қауіп төндіріп тұр.",Детские качели во дворе сломаны и представляют опасность.,ЖКХ,высокая,Астана,решена,Опасная конструкция демонтирована. Установка новых качелей будет рассмотрена в рамках программы благоустройства.,True
1147,"Интернет провайдерінің қызметкерлері үйге келгенде, менің жеке өміріме қатысты сұрақтар қойды.","Сотрудники интернет-провайдера, придя на дом, задавали вопросы о моей личной жизни.",интернет,низкая,Астана,решена,Это является нарушением профессиональной этики. С сотрудниками проведена беседа о недопустимости подобного поведения.,True
1148,"Автобус жүргізушісі менің жеңілдігім бар екеніне қарамастан, толық жол ақысын төлеуді талап етті.","Водитель автобуса потребовал полную оплату проезда, несмотря на мои льготы.",общественный транспорт,средняя,Караганда,решена,Это неправомерно. С водителем проведена работа. Приносим извинения.,False
1149,Қаланың жанындағы өзенге малдың өлексесін тастап кеткен.,В реку рядом с городом сбросили туши животных.,экология,высокая,Семей,в процессе,Это грубейшее нарушение ветеринарно-санитарных норм. На место направлены специалисты для сбора и утилизации останков и проведения дезинфекции.,False
1150,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол орнында болмай шықты.","Я пришел на прием к врачу, а его не оказалось на месте.",медицина,средняя,Астана,решена,Приносим извинения. Врач был вызван на экстренную операцию. Вас принял другой специалист.,False
1151,"Шенеунік менің өтінішімді қабылдаудан бас тартып, 'кейінірек кел' деді.","Чиновник отказался принимать мое заявление, сказав 'приходите позже'.",коррупция,средняя,Алматы,новая,Отказ в приеме заявления является неправомерным. Вы можете подать жалобу на данного сотрудника его руководству.,True
1152,Жәрдемақы тағайындау үшін берген құжаттарымды жоғалтып алды.,"Мои документы, поданные на назначение пособия, были утеряны.",соцподдержка,высокая,Шымкент,в процессе,Приносим извинения. Будет проведена служебная проверка. Мы окажем содействие в восстановлении документов.,False
1153,"Полиция қызметкерлері менің жеке куәлігімді алып қойып, қайтармай отыр.",Сотрудники полиции забрали мое удостоверение личности и не возвращают.,полиция,высокая,Астана,в процессе,"Изъятие документов, удостоверяющих личность, незаконно. Ваша жалоба передана в управление собственной безопасности для немедленного реагирования.",False
1154,Жол бойындағы жарық шамдарының жартысы жанбайды.,Половина фонарей уличного освещения вдоль дороги не горит.,дороги,средняя,Атырау,решена,Проведены работы по замене ламп. Освещение восстановлено в полном объеме.,True
1155,Балабақшадағы тәрбиешілер жиі ауысады.,В детском саду часто меняются воспитатели.,образование,низкая,Астана,новая,Проблема текучести кадров в дошкольных учреждениях известна и находится на контроле управления образования.,True
1156,Үйдің кіреберісіндегі есік дұрыс жабылмайды.,Входная дверь в подъезд не закрывается должным образом.,ЖКХ,низкая,Павлодар,решена,Проведен ремонт и наладка дверного доводчика.,False
1157,Интернет желісіндегі ақауды жою үшін келген шеберлер жұмысы үшін ақы сұрады.,"Мастера, пришедшие устранять неисправность на интернет-линии, попросили плату за свою работу.",интернет,низкая,Астана,решена,Устранение неисправностей на сети провайдера производится бесплатно. С сотрудниками проведена беседа.,True
1158,Автобус жүргізушісі менің 'Оңай' картамды қабылдаудан бас тартты.,Водитель автобуса отказался принимать мою карту 'Онай'.,общественный транспорт,низкая,Алматы,решена,Это неправомерно. Перевозчику указано на необходимость обеспечения приема всех видов оплаты.,False
1159,Қаланың жанындағы өзенге жақын орналасқан дәмханалар қалдықтарын суға төгеді.,"Кафе, расположенные у городской реки, сливают отходы в воду.",экология,средняя,Алматы,в процессе,Будет проведена проверка указанных заведений на предмет наличия договоров на вывоз отходов и соблюдения экологических норм.,False
1160,Дәрігер қабылдау кезінде басқа пациентпен телефон арқылы сөйлесті.,Врач во время моего приема консультировал по телефону другого пациента.,медицина,низкая,Астана,новая,Это является нарушением врачебной этики. Ваше замечание будет доведено до сведения руководства поликлиники.,False
1161,Шенеунік менің өтінішімді қарау үшін 'алғыс' күтетінін ашық айтты.,"Чиновник прямо сказал, что ждет 'благодарность' за рассмотрение моего заявления.",коррупция,высокая,Шымкент,новая,Это вымогательство. Просим немедленно сообщить об этом факте в Антикоррупционную службу для принятия оперативных мер.,True
1162,Жәрдемақы алу үшін қажетті құжаттар тізімі үнемі өзгеріп отырады.,"Список документов, необходимых для получения пособия, постоянно меняется.",соцподдержка,низкая,Астана,новая,Актуальный перечень документов всегда доступен на портале Egov.kz и в отделениях 'Правительства для граждан'.,False
1163,"Полиция қызметкері менімен дөрекі сөйлесіп, қорқытты.",Сотрудник полиции разговаривал со мной грубо и угрожал.,полиция,высокая,Алматы,новая,Такое поведение недопустимо. Просим вас написать заявление в управление собственной безопасности для проведения расследования.,False
1164,Жолдың үстіндегі бағдаршамның бір шамы жанып-сөніп тұр.,Одна из ламп на светофоре над дорогой мигает.,дороги,низкая,Алматы,решена,Ремонтная бригада заменила лампу. Светофор работает в штатном режиме.,False
1165,Мектептегі күзетші өз орнында болмайды.,Охранник в школе часто отсутствует на своем посту.,образование,средняя,Шымкент,в процессе,Информация передана руководству школы и охранному агентству для усиления контроля.,False
1166,Үйдің ауласындағы асфальт толығымен бұзылған.,Асфальт во дворе дома полностью разбит.,ЖКХ,средняя,Костанай,новая,Ремонт дворовых территорий проводится в плановом порядке. Ваш двор будет включен в программу благоустройства.,True
1167,Интернет провайдері тарифтік жоспардың шарттарын біржақты өзгертті.,Интернет-провайдер в одностороннем порядке изменил условия тарифного плана.,интернет,низкая,Караганда,новая,"Об изменениях в тарифах оператор обязан уведомлять заранее. Вы можете оспорить его действия, обратившись в уполномоченный орган.",True
1168,Автобус жүргізушісі аялдамада күтіп тұрған жолаушыларды алмай кетіп қалды.,"Водитель автобуса уехал, не забрав пассажиров, ожидавших на остановке.",общественный транспорт,низкая,Караганда,решена,С водителем проведена беседа о недопустимости подобных действий. Приносим извинения за неудобства.,False
1169,"Қаланың ауасы лас болғандықтан, баламның демікпесі ұстап қалады.",Из-за грязного воздуха в городе у моего ребенка случаются приступы астмы.,экология,высокая,Алматы,новая,Мы понимаем вашу обеспокоенность. Ведется комплексная работа по улучшению экологической обстановки в городе.,True
1170,"Емханадағы зертханада реактивтер жоқ деп, анализ қабылдаудан бас тартты.","В лаборатории поликлиники отказались принимать анализы, сославшись на отсутствие реактивов.",медицина,средняя,Уральск,в процессе,Информация проверяется. Будут приняты меры для обеспечения лаборатории необходимыми расходными материалами.,False
1171,"Жол полициясының қызметкерлері заңсыз 'жоспар' орындап, себепсіз айыппұл салады.",Сотрудники дорожной полиции выполняют незаконный 'план' и штрафуют без причины.,коррупция,средняя,Алматы,новая,Практика 'палочной системы' искореняется. Обо всех фактах неправомерного наложения штрафов просим сообщать в УСБ ДП.,True
1172,Жалғызбасты ана ретінде балабақшаға кезексіз орын алуға құқығым бар ма?,Имею ли я право на внеочередное место в детском саду как мать-одиночка?,соцподдержка,низкая,Астана,новая,"Льготная очередь предусмотрена для детей военнослужащих, сотрудников спецорганов и некоторых других категорий. Статус одинокого родителя не дает права на внеочередное место.",True
1173,Полиция қызметкерлері түнгі уақытта мас адамдарға шара қолданбайды.,Сотрудники полиции не принимают мер к пьяным людям на улицах ночью.,полиция,низкая,Караганда,в процессе,Будет усилено патрулирование в ночное время для обеспечения общественного порядка.,False
1174,"Жолдың ортасындағы люктің қақпағы орнынан қозғалып кеткен, қауіпті.","Крышка люка посреди дороги сместилась, это опасно.",дороги,высокая,Алматы,решена,Аварийная бригада выехала и поправила крышку люка.,True
1175,Мектеп директорының орынбасары оқушыларға дөрекі сөйлейді.,Заместитель директора школы грубит ученикам.,образование,средняя,Павлодар,в процессе,Будет проведена проверка по данному факту. Соблюдение педагогической этики является обязательным для всех сотрудников школы.,False
1176,Подъездегі қоқыс құбырының иісі пәтерге дейін кіреді.,Запах из мусоропровода в подъезде доходит до квартиры.,ЖКХ,средняя,Шымкент,решена,Проведена очистка и дезинфекция мусоропровода. Спасибо за обращение.,True
1177,"Интернет провайдері ескертусіз желіде жөндеу жұмыстарын жүргізіп, интернетті сөндіріп тастайды.",Интернет-провайдер проводит ремонтные работы на линии без предупреждения и отключает интернет.,интернет,низкая,Алматы,новая,Провайдер обязан уведомлять о плановых работах. Мы доведем вашу жалобу до их сведения.,False
